node,type
KARYGMAX,hero
KASEMA,hero
KASPIN,hero
KASTYX,hero
KATANA/,hero
KATAR,hero
KATHAR,hero
KATH,hero
KATOS,hero
KATSU'TA'RO,hero
KATU,hero
KATYUSHA/,hero
"KATZENBERG, NICK",hero
"KAUR, BENAZIR",hero
"KAZAKI, SHINJI",hero
KA-ZAR/KEVIN PLUNDER,hero
KAZE,hero
KEATON,hero
KEEPER OF THE COMICS,hero
KEERG,hero
KEEVER,hero
KEKA' AKELUAK,hero
"KEL, JANOTH",hero
"KELLEHER, MARY",hero
"KELLOG, SHERIFF L.B.",hero
"KELLY, KAREN",hero
"KELLY, SARA",hero
"KELLY, SEN. ROBERT E",hero
"KEMBLE, DR.",hero
"KEMEL, MEHMET",hero
"KEMPLETON, PROFESSOR",hero
"KENNEDY, LOUISE",hero
"KENT, CLARK",hero
KEREM,hero
KERIVAK,hero
KESTRUS,hero
"KETCH, BARBARA",hero
"KETCH, DORIS AUDRA",hero
KEY/,hero
KHADIJAH,hero
"KHANDRUVITCH, DR. VA",hero
KHAN,hero
KHAT,hero
KHATYLIS,hero
KHIRN,hero
KHOON,hero
KHORYPHOS [ETERNAL],hero
KHYBER/,hero
KICKBACK/RICHARD,hero
KID COLT,hero
KID COLT II/ELRIC FR,hero
KID/E.B. FARRELL,hero
KID QUARRY,hero
KID REAPER,hero
KIKO,hero
"KILGREW, BASIL BETA",hero
"KILGREW, GERARD",hero
"KILLBREW, DR.",hero
"KILLBURN, MACK",hero
"KILLDRAGON, HARMONY",hero
KILLER CLOWN,hero
KILLER SHRIKE/SIMON,hero
KILLIAN,hero
"KILLMONGER, ERIC/N'J",hero
KILLOBYTE,hero
KILLRAVEN/JONATHAN R,hero
KILMER,hero
"KIMBLE, DR.",hero
"KINCAID, DR. JANE FO",hero
"KINCAID, DR. KEITH",hero
"KINCAID, JIMMY",hero
"KINCAID, MOSES",hero
"KINE, BENEDICT",hero
KING BEDLAM/CHRISTOP,hero
KING CADAVER,hero
KING GEORGE VI,hero
"KING, HANNIBAL/HENRY",hero
"KINGMAN, BILL",hero
KING (OF THE SEWER P,hero
KINGO SUNEN [ETERNAL,hero
KINGPIN/WILSON FISK,hero
KINGSIZE,hero
"KINGSLEY, DANIEL",hero
KINLAN KARTH KITH,hero
"KIRBY, JACK",hero
KIRIGI,hero
KIRIN,hero
KIRKEGAARD,hero
KISMET/J'RIDIA STARD,hero
"KITAGOWA, DR. KITTY",hero
KITANG,hero
"KITCHENER, CHIEF INS",hero
KLAER,hero
KLAW/ULYSSES KLAW,hero
"KLEB, ROSA",hero
"KLEIN, CAMERON",hero
"KLEINFELDT, LORNA",hero
"KLEIN, SHIRLEY",hero
"KLEIN, STANLEY",hero
"KLEINSTOCK, HARLAN",hero
"KLEINSTOCK, SVEN",hero
"KLEIN, SUMMER",hero
KLIGGER/SEN. EUGENE,hero
"KLINE, MR.",hero
"KLOSS, BERNARD",hero
KNAVE,hero
KNICK KNACK,hero
KNIGHT ERRANT II,hero
KNIGHT ERRANT/MATSON,hero
"KNIGHT, LEO",hero
KNIGHT/MALCOLM KNIGH,hero
"KNIGHT, MISTY",hero
"KNOBLACH, GERTRUDE H",hero
"KNOBLACH, GLORIA",hero
"KNOBLACH, HANS",hero
KNOCKABOUT/,hero
KNOCKOUT,hero
"KNUTZ, CINDY",hero
"KOENIG, ERIC",hero
KOFI [KYMELLIAN],hero
KO-GAR,hero
KO'ICHI,hero
KOJIRO,hero
"KOLE, JOHN",hero
"KOLE, MICHELLE",hero
KOLOMAQ,hero
KOMODO,hero
"KONIEV, DMITRI",hero
"KONIEV, IRINI",hero
"KONIEV, MRS.",hero
KONO,hero
"KOPPISCH, DR. ERIC",hero
KORATH THE PURSUER,hero
KORREK,hero
"KORVAC, MICHAEL",hero
KOSHIMA,hero
"KOSINSKI, HARLEY",hero
"KOWALSKI, TRISH",hero
KRAA,hero
"KRAFT, DONNA",hero
KRAGAR,hero
"KRAGG, GEN.",hero
KRAGG,hero
KRAKEN,hero
KRAKOA,hero
"KRAMER, KENNY",hero
"KRAMER, STACEY",hero
KRANG [ATLANTEAN],hero
KRANG II,hero
"KRAUS, DR. FREIDERIC",hero
KRAVEN THE HUNTER II,hero
KRAVEN THE HUNTER/SE,hero
"KRAY, D'VON",hero
"KREA, BRUNO",hero
KREDDICK,hero
KREE CAPTAIN AMERICA,hero
KREE GIANT MAN [KREE,hero
KREE IRON MAN [KREE],hero
KREE SCARLET WITCH [,hero
"KREIGER, SIMON",hero
"KREIGKOPH, GEN.",hero
"KRIEGHUND, COL.",hero
K'RIN,hero
KRISTA,hero
KRISTOFF/KRISTOFF VE,hero
KRIVEN,hero
K'RK [SHI'AR],hero
KRO [DEVIANT],hero
KRONITT,hero
KRONOS,hero
KROTOK,hero
KRUEGER,hero
KRUELLA,hero
KRUEL/VICTOR KRUELLE,hero
KRUGGAR,hero
"KRUMA, TALIA",hero
KRUSH,hero
"KRYPT, DR.",hero
"KRYZEWSKI, LEONARD M",hero
KUBIK,hero
KUKULCAN/VIRAKO/QUET,hero
KULAN GATH,hero
KULL,hero
KURAGARI,hero
"KURASOV, SIMYON BORI",hero
"KURLYCHEK, PATTY",hero
KUROKO/,hero
"KUROV, WASSILY",hero
KUROYAMA,hero
KURRGO,hero
KURSE/ALGRIM [ASGARD,hero
"KUTUZOV, COL.",hero
KWANNON,hero
"KWAN, TERRY",hero
KYLUN/COLIN MCKAY,hero
KYMRI,hero
KYSA,hero
LA BANDERA,hero
LACE/,hero
"LACOSTE, RAE",hero
"LADONNA, HOLLY",hero
LADY DEATHSTRIKE/YUR,hero
LADY LARK/LINDA LEWI,hero
LADY LOTUS,hero
LADY OF THE LAKE,hero
"LAMBERT, WILSON",hero
LAMENT/,hero
"LAMY, KELLY",hero
"LANCELOT, SIR",hero
LANCER/SAMANTHA DUNB,hero
LANDA,hero
"LANDERS, DR.",hero
"LANDERS, GENA",hero
"LANDERS, RAY",hero
"LANDERS, RICKY",hero
LANDSCAPE/BRETT,hero
LANDSLIDE,hero
LANDSLIDE II/LEE BRO,hero
"LANE, LOIS",hero
"LANE, SILAS",hero
"LANG, ALLISON",hero
"LANG, CASSANDRA CASS",hero
"LANG, DR. STEVEN",hero
"LANGFORD, DR. DAVID",hero
"LANGSTROM, LIEUTENAN",hero
"LANG, TIMMY",hero
"LANGTREE, GINA",hero
"LANIEGE, BIANCA",hero
LANN,hero
"LANNING, DR.",hero
"LANSING, CHERYL",hero
LA NUIT,hero
"LAO-TSE, GEN.",hero
"LAPIN, EMIL",hero
"LARGO, CHIEF",hero
"LARROCA, SALVADORE",hero
LASHER/,hero
"LATHAM, JORGE",hero
"LAU, KING",hero
"LAVEAU, MARIE",hero
"LAVENDER, MAXINE",hero
LAYLA,hero
LEADER/SAM STERNS,hero
LEAD-IN,hero
LEAP FROG/LANG,hero
LEAP-FROG/VINCENT PA,hero
"LEASH, MICAH",hero
LEATHER/,hero
"LEBEAU, JACQUE",hero
"LEBEAU, JEAN-LUC",hero
"LEBEAU, MERCY",hero
"LECLAIRE, PROFESSOR",hero
"LEEBRE, VEEDA",hero
LEECH,hero
"LEEDS, BETTY BRANT",hero
"LEEDS, NED",hero
"LEE, LITTLE LARRY",hero
LEESHA,hero
"LEE, STAN",hero
"LE FEY, MORGAN",hero
"LEFLER, BOB",hero
LEFT HAND/DIEGO CASS,hero
LEFT-WINGER/HECTOR L,hero
LEGAULT,hero
LEGION,hero
LEGION II/DAVID HALL,hero
LEGS/,hero
LEGS II/,hero
"LEIGHTON, BRIAN",hero
"LEI KUNG, THE THUNDE",hero
LEIR,hero
"LELAND, HARRY",hero
"LENO, JAY",hero
LEO/DANIEL RADFORD,hero
LEO II/,hero
"LEONARD, DR.",hero
LEONINUS,hero
LEONUS/LIONUS [INHUM,hero
"LEOPOLD, ARCHER",hero
"LEQUARRE, GERRY",hero
"LESTRADE, DR.",hero
LETHA,hero
"LETTERMAN, DAVID",hero
LEVAN,hero
"LEVESSEUR, LARENT",hero
LEVIATHAN,hero
LEVIATHAN II/EDWARD,hero
LEVIATHAN IV,hero
LEVIATHAN V,hero
LEVIATHAN VI,hero
"LEVINE, ABBY",hero
"LEVIN, MAJOR DEBRA",hero
LEVITICUS,hero
"LEWIS, DET. GARON",hero
"LEWIS, DEVON",hero
"LEWIS, SHIRLEY WASHI",hero
LIBERATOR/PRINCE TRI,hero
LIBERTY GIRL/BEV,hero
LIBRA/GUSTAV BRANDT,hero
LIBRA III/,hero
LIBRA IV/,hero
LIBRITO,hero
LICH,hero
LIFEFORCE,hero
LIFELINE/DEACON,hero
LIGHT,hero
LIGHTMASTER/EDWARD L,hero
LIGHTNINGBOLT II/RAN,hero
LIGHTNING FIST,hero
LIGHTSPEED/JULIE POW,hero
LILANDRA NERAMANI [S,hero
LILITH/ANGEL O'HARA/,hero
LILITH II,hero
"LILLIAN, BEA",hero
LINAK,hero
"LINCOLN, WILLIAM WIL",hero
LINK,hero
"LIN, MEI",hero
"LIN, PAULA",hero
LIONMANE/GEN. LO CHI,hero
"LIPSCOMB, DR. ANGELA",hero
"LIPTON, LAURA",hero
"LIPTON, MILES",hero
"LIPTON, TRENTON III",hero
"LITTLE, ABNER",hero
"LITTLETREE, LINDA",hero
"LITTLEWING, SUSIE",hero
LIVEWIRE/RANCE PREST,hero
LIVING ERASER,hero
LIVING LASER/ARTHUR,hero
LIVING LIGHTNING/MIG,hero
LIVING MONOLITH/AHME,hero
LIVING MUMMY,hero
LIVING TRIBUNAL,hero
LIZARD/DR. CURTIS CO,hero
LIZARD II,hero
L'KLEKK'TAK,hero
LLAN,hero
LLOIGOROTH,hero
LLYRA/LLYRA MORRIS,hero
LLYRON,hero
LOBLOLLY/,hero
"LOBO, CARLOS",hero
"LOBO, EDUARDO",hero
LOBO,hero
LOBO II,hero
LOBO III,hero
"LOBO, LUCKY",hero
LOCKDOWN,hero
"LOCKE, DR. ALEXANDER",hero
"LOCKE, DR. CASSANDRA",hero
"LOCKER, MR.",hero
LOCKHART,hero
LOCKHEED,hero
LOCKHEED | MUTANT X-,hero
LOCKJAW [INHUMAN],hero
"LOCKLIN, BEN",hero
"LOCKLIN, GENERAL MER",hero
LOCOMOTIVE BREATH/LA,hero
LOCUS,hero
LOCUST,hero
LODESTONE/ANDREA,hero
LOGA,hero
LOGA II,hero
"LOGAN, WAYNE",hero
LOGOS,hero
"LOHAN, PETER",hero
"LO, JIMMY",hero
LOKI [ASGARDIAN],hero
"LOMENZO, NICOLE",hero
LONGARM/,hero
LONGBOW/AMELIA GREER,hero
"LONGBOW, DESIREE",hero
LONGSHOT,hero
LONKARR,hero
LOOP,hero
"LOOPNER, LEXINGTON",hero
LOOTER/NORTON G. FES,hero
"LOPEZ, ANGELA",hero
"LOPEZ, ANTONIO",hero
"LOPEZ, DONNA",hero
"LOPEZ, JOSE",hero
"LOPEZ, MARIA",hero
"LOPEZ, MARIA II",hero
"LOPEZ, SALMA",hero
LORD BALDAR,hero
LORD CHAOS,hero
LORD GASPAR,hero
LORD KARNAJ,hero
LORD LEADER,hero
LORD OF LIGHT/BOWEN,hero
LORD TEMPLAR/,hero
LORD YARU,hero
LORELEI,hero
LORELEI II/MELODI [A,hero
"LOR, KONA",hero
LORVEX,hero
"LOVECCHIO, ARGUS",hero
LOVE,hero
"LOVEJOY, FRANKLIN",hero
"LOWELL, DR.",hero
"LUBENSKI, NATE",hero
"LUBOWSKI, LUGWRENCH",hero
LUCAS,hero
"LUCAS, JAMES",hero
"LUCAS, JAMES JR.",hero
LUCIFER,hero
LUCIFER II,hero
"LUCIFER, REV.",hero
LUDI,hero
"LUDLUM, ROSS",hero
LULLABY/FELICITY HOP,hero
LUMINOR,hero
"LUMLEY, JUDY",hero
LUMP,hero
"LUMPKIN, WILHEMINA B",hero
"LUMPKIN, WILLIAM WIL",hero
"LUMPKIN, WILLIE | TI",hero
"LU, MR.",hero
LUNA/LUNA MAXIMOFF [,hero
LUNATIK/ARISEN TYRK,hero
LUNATIK II,hero
LUPE,hero
LUPO,hero
LURKING UNKNOWN,hero
LYJA LAZERFIST [SKRU,hero
LYLLA,hero
"LYNNE, MONICA",hero
"LYNN, NORMA",hero
"LYTH'KA, COMMANDER",hero
M-80/SAYURI KYOTO,hero
MAA-GOR,hero
MACE,hero
"MACENDALE, JASON JR.",hero
"MACENDALE, KAREN",hero
MACHETE/FERDINAND LO,hero
MACHINE MAN/X-51,hero
"MACINTOSH, ANN",hero
"MACKAY, AILSA",hero
"MACKAY, MURDO",hero
"MACKENZIE, AL",hero
"MACKENZIE, DR. NEIL",hero
"MACLAIN, DR. MYRON",hero
"MACON, ANGELO",hero
"MACRAE, TRUTH",hero
"MACTAGGART, JOE",hero
"MACTAGGART, MOIRA |",hero
"MACTAGGERT, MOIRA KI",hero
MADAME HYDRA VI,hero
MADAME MASQUE/GIULIE,hero
MADAME MASQUE II/,hero
MADAME MASQUE III,hero
MADAME MASQUE IV,hero
MADAME MASQUE V,hero
MADAME MASQUE VI,hero
MADAME MENACE/SUNSET,hero
MADAME QWA,hero
MADAME ROSE,hero
MADAME SLAY,hero
MADAME WEB/CASSANDRA,hero
MADCAP,hero
"MADDEN, CHET",hero
"MADDICKS, ARTHUR ART",hero
"MADDICKS, NADINE",hero
"MADDICKS, PROFESSOR",hero
MAD DOG/COLONEL BUZZ,hero
"MADISON, TAYLOR",hero
MADMAN/PHIL STERNS,hero
"MADSDEN, TREVOR",hero
MAD VIKING/KNUT CAIN,hero
MAELEN,hero
MAELSTROM/MALCOLM ST,hero
MAESTRO,hero
MAGDALENE/MARISSA DA,hero
MAGGOTT/JAPHETH,hero
MAGIC,hero
MAGIK/ILLYANA RASPUT,hero
MAGMA/AMARA AQUILLA/,hero
MAGMA II/JONATHAN DA,hero
MAGNESIUM,hero
MAGNETO/MAGNUS/ERIC,hero
MAGNETO | MUTANT X-V,hero
MAGNIR,hero
MAGNOR,hero
"MAGNUM, MOSES",hero
MAGNUS,hero
MAGOG,hero
MAGOG II,hero
"MAGRUDER, ALLIE",hero
MAGUIRE,hero
MAGUS,hero
MAGUS II,hero
MAHA YOGI,hero
MAHKIZMO,hero
"MAHONEY, GINNY",hero
MAINFRAME/IAN WAJLER,hero
MAINFRAME II,hero
MAINSPRING,hero
"MAJCOMB, RENEE",hero
MAJESTON ZELIA,hero
MAJOR DOMO,hero
MAJOR LOVE,hero
MAJOR MAPLELEAF/LOUI,hero
MAJOR VICTORY/MAJ. V,hero
"MAJOWSKI, SAM MOTHER",hero
MAKKARI/MIKE KHARY/I,hero
MAKO,hero
MALACHI,hero
MALAN SOMETIMES SPEL,hero
MALEKITH/MALCOLM KEI,hero
MALEVOLENCE,hero
MALICE,hero
MALICE II,hero
MALICE III,hero
MALICE IV,hero
MALICE V/NAKIA,hero
"MALONE, JULIUS",hero
MALOVICK/,hero
"MALPHER, KATHY",hero
MALPRACTICE,hero
MALTESE,hero
MALTZ,hero
"MALUS, DR. KARL",hero
MAM'SELLE HEPZIBAH,hero
MANACLE/,hero
MAN-APE/M'BAKU,hero
MANAT,hero
MAN-BEAST,hero
MANBOT/BERNIE LACHEN,hero
MAN-BULL/BULL TAURUS,hero
MANDARIN,hero
"MANDARIN, JAMES",hero
MANDRILL/HENSLEY FAR,hero
"MANELLI, DINO",hero
MANGLER/,hero
MANGOG,hero
"MANH, COY LEONG XUI",hero
"MANH, COY NGA",hero
"MANH, COY TRANH",hero
MANIKIN/DR. WHITMAN,hero
MANIPULATOR/,hero
MANIPULATOR II,hero
MANITOU,hero
MAN-KILLER/KATRINA L,hero
MAN-MOUNTAIN MARKO,hero
"MANN, DR. J. VERNON",hero
"MANNING, DR.",hero
"MANNING, ERIKA",hero
"MANNING, JANICE",hero
MAN-OF-WAR,hero
"MANOLIS, LT. NICK",hero
MANSLAUGHTER,hero
MAN-SPIDER CLONE | M,hero
MAN-SPIDER | MUTANT,hero
MANTA,hero
MANT/ERNEST,hero
MAN-THING/THEODORE T,hero
MANTIS/? BRANDT,hero
MANTIS (SPACE PHANTO,hero
"MANTLO, BILL",hero
"MANTONE, JORGE",hero
MANX,hero
MARAUDER,hero
MARAUDER II,hero
MARAUD,hero
"MARCEAUX, BELIZE",hero
"MARCEAUX, THEOREN",hero
MARCHALLA,hero
MARCHALLA II,hero
MARGOYLE,hero
MARIK,hero
MARILLA [INHUMAN],hero
"MARIN, DR.",hero
MARIONETTE/MARI,hero
MARISSA (OF GENE-TEC,hero
MARISTA,hero
MARITA,hero
MARKED MAN,hero
"MARKO, KURT",hero
"MARKS, DR. SHIELA",hero
"MARLES, DR. THOMAS",hero
"MARLEY, MITCH MADMAN",hero
"MARLOPOLIS, EDGAR",hero
"MARLOWE, STEVE",hero
"MARLOWE, STEVE JR.",hero
"MARRERO, ED",hero
MARRINA/MARRINA SMAL,hero
MARROW/SARAH,hero
"MARRS, DESMOND",hero
"MARRS(-PAYNE), PHOEB",hero
"MARSHALL, GRANT",hero
"MARTELL, SHIELD AGEN",hero
MARTHA,hero
"MARTIN, ASHLEY",hero
"MARTINELLI, VINCENT",hero
MARTINEX,hero
"MARTINEZ, AKASHA",hero
"MARTINEZ, ALITHA",hero
"MARTINEZ, CARMELLO",hero
"MARTINEZ, ISADORA",hero
"MARTINEZ, LINETTE",hero
"MARTINEZ, MR.",hero
"MARTINEZ, MRS.",hero
MARTINS,hero
"MARTIN, TERI",hero
"MARTS, MR.",hero
MARVEL BOY III/ROBER,hero
MARVEL BOY II/MARTIN,hero
MARVEL BOY/MARTIN BU,hero
MARVEL BOY VI,hero
MARVEL BOY VII/DAVID,hero
MARVEL BOY VIII/NOH-,hero
MARVEL GIRL DOPPELGA,hero
MARVEL GIRL II/VALER,hero
MARVEL GIRL/JEAN GRE,hero
MARVEL WOMAN | MUTAN,hero
"MARX, DR.",hero
MARX,hero
MASKED MARAUDER/FRAN,hero
"MASON, JOHN",hero
"MASON, LOUISE",hero
"MASON, WANDA",hero
MASQUE,hero
MASTERBLASTER/,hero
MASTER ELO,hero
MASTER/ESHU,hero
MASTER FOUR,hero
MASTER KHAN/TYRONE K,hero
MASTER LINK/WILLIS H,hero
MASTER MAN II/ALEXAN,hero
MASTER MAN/WILHELM L,hero
MASTER MENACE/DR. EM,hero
MASTERMIND II/BOWERS,hero
MASTERMIND III,hero
MASTERMIND IV/MARTIN,hero
MASTERMIND/JASON WYN,hero
MASTERMIND V,hero
MASTER MOLD,hero
MASTER MOLD II,hero
MASTER MOLD III,hero
MASTER MONARCH/,hero
MASTER OF VENGEANCE,hero
MASTER OM,hero
MASTER ORDER,hero
MASTER PANDEMONIUM/M,hero
MASTER PROGRAMMER,hero
"MASTERS, ALICIA REIS",hero
"MASTERS, DR. AUGUST",hero
"MASTERSON, KEVIN",hero
MASTER TWELVE,hero
MASTER ZEI,hero
MASTIFF,hero
"MASTIFF, MINNIE",hero
MASTON-DAR,hero
MATADOR/MANUEL ELOGA,hero
MATHEMANIC/THOMAS SO,hero
MAULER/BRENDAN DOYLE,hero
MAUVIUS,hero
MAVERICK/CHRISTOPHER,hero
MAX,hero
MAX II,hero
"MAXIMOFF, DJANGO",hero
MAXIMUS [INHUMAN],hero
MAXOV,hero
"MAXWELL, DR. WILFRED",hero
"MAXWELL, MORRIS",hero
MAXXAM,hero
"MAYE, APRIL",hero
MAYHEM/DET. BRIGID O,hero
"MCBRIDE, BEATRICE",hero
"MCBRIDE, MARTHA",hero
"MCCABE, LINDSAY",hero
"MCCABE, NINA",hero
"MCCALL, MEREDITH | T",hero
"MCCAMBRIDGE, MEGAN",hero
"MCCORMICK, BARRY",hero
"MCCORMICK, FIONA",hero
"MCCOURT, ALLISON",hero
"MCCOY, EDNA ANDREWS",hero
"MCCOY, NORTON",hero
"MCCULLOUGH, DR. ANDR",hero
"MCDONNELL, OSCAR",hero
"MCDOWELL, SCOTTY",hero
"MCELROY, JAMES",hero
"MCGIVENEY, BULL",hero
"MCGRILL, MARY",hero
"MCHELE, JEREMY",hero
"MCKEEVER, TINY",hero
"MCKENNA-DRAKE, MARLE",hero
"MCKENZIE, LEONARD",hero
"MCKENZIE, LEON",hero
"MCKENZIE, LYDIA",hero
"MCKENZIE, SCARLETT",hero
"MCKNIGHT, BOB",hero
"MCLAREN, MEGAN",hero
MCLEISH,hero
"MCMURRAY, YVONNE",hero
"MCNAIR, TAD",hero
"MCPHAIL, NATALIE",hero
"MCPHEE, LOUIE",hero
"MCPHERSON, LING",hero
"MCSHANE, PATRICK",hero
M'DAKA,hero
"MEACHUM, HAROLD",hero
"MEACHUM, JOY",hero
"MEACHUM, WARD",hero
"MEAGHER, TYLER",hero
MEANY,hero
MEATMARKET,hero
MECHADOOM,hero
MECHAMAGE/,hero
MEDEA,hero
"MEDINA, ANALISA MARI",hero
MEDUSA II,hero
MEDUSA/MEDUSALITH AM,hero
MEDUSA | MUTANT X-VE,hero
MEEK,hero
"MEER, MAX",hero
MEGA MAX/,hero
MEGATAK,hero
MEGGAN 2013,hero
MEGGAN,hero
"MELLACE, LUCY SANTIN",hero
"MELLACE, TONY",hero
MELLENCAMP,hero
MELONIE,hero
MELTER/BRUNO HORGAN,hero
MELTER II/BRUNO HORG,hero
"MELTON, LORRIE",hero
MEMBRAIN/,hero
MEME,hero
"MENDELSON, DR. MACK",hero
MENDICUS,hero
"MENDOSA, EMILIO",hero
"MENGOCHAUZERAUS, GRI",hero
"MENGOCHAUZERAUS, STA",hero
"MENKEN, DONALD L.",hero
"MENNINGER, CLARA",hero
MENTALLO,hero
MENTOR/ALARS [ETERNA,hero
MENTOR II,hero
MENTUS,hero
MEPHISITOID,hero
MEPHISTA,hero
MEPHISTO,hero
"MERCADO, JOY",hero
MERCURY,hero
MERCURY II,hero
MERCURY III/,hero
MERCY,hero
"MERENGUES, SMOOTH MA",hero
"MERIDIAN, DR. ROBERT",hero
MERLIN,hero
MERLYN,hero
MERREE,hero
MERRIAN,hero
"MERRYWEATHER, IRENE",hero
MESMERO,hero
"MESSENGER, TOBIAS",hero
METABO,hero
METALSLASH/,hero
METEORITE,hero
METEORITE III/VALERI,hero
METOXO,hero
MEXXA RIEN,hero
M,hero
MIBA,hero
"MICAWBER, TRISTRAM",hero
"MICHAELS, DAWN",hero
MICHELLE,hero
"MICHEL, RAFE",hero
"MICO, RODOLFO",hero
MICROCHIP/LINUS LIEB,hero
MICROMAX/SCOTT WRIGH,hero
MIDAS,hero
MIDGARD SERPENT,hero
MIDGET,hero
MIDNIGHT III/JEFFREY,hero
MIDNIGHT/M'NAI,hero
MIDNIGHT'S FIRE/,hero
MIDWIFE,hero
MIESHO,hero
"MIFUNE, DR.",hero
MIKHLO,hero
MILAN,hero
MILLENIUS,hero
MILLENNIUM MONARCH,hero
"MILLER, CHRIS",hero
"MILLER, FRANK",hero
"MILLER, JENETTE",hero
"MILLER, STACI MURPHY",hero
"MILLER, TRACE",hero
MIMIC/CALVIN RANKIN,hero
MINDBLAST,hero
MINDMELD/,hero
MIND'S EYE/MEACHAM,hero
MINDSINGER/GREGOR,hero
MINDSTORM/,hero
MINDWAVE,hero
MINDWORM/WILLIAM TUR,hero
MINERVA [KREE],hero
MINI MAX/,hero
MINISTER BLOOD,hero
MINISTER TOME,hero
MINOR DOMO,hero
MINOTAUR,hero
MINOTAUR II,hero
MINOTAUR III,hero
MINOTAURUS,hero
MINSTER HOARD,hero
MINT JULEP,hero
MINXI [INHUMAN],hero
MIRACLE MAN,hero
MIRAGE,hero
MIRAGE II/DANIELLE M,hero
MIRAGE III/MARGE,hero
MISFIT/,hero
MISS AMERICA/MADELIN,hero
MISSING LINK,hero
MISSING LINK II/RAY,hero
MISS ITCH/BLISS,hero
MISS LOCKE,hero
MISS MASS/,hero
MISS SACCHARINE,hero
MISS THING/MARY,hero
MISTER CLEAN,hero
MISTER HYDE/CALVIN Z,hero
MIST,hero
MIST MISTRESS,hero
MISTY/VINCENTE,hero
"MITCHELL, ROBERT",hero
M'KAMBA,hero
M'KUMBA,hero
"MOBIUS, DR.",hero
MOBIUS,hero
MOCKINGBIRD/DR. BARB,hero
MODAM,hero
MODEM/,hero
"MODINE, REP. BERNARD",hero
MODOK/GEORGE TARLETO,hero
MODRED THE MYSTIC,hero
MODT,hero
MODULAR MAN/STEPHEN,hero
MO,hero
MOJO,hero
MOJO II,hero
MOK,hero
MOLECULE MAN/OWEN RE,hero
MOLE,hero
MOLE MAN/HARVEY RUPE,hero
MOLE MAN | MUTANT X-,hero
MOLGOTHA,hero
"MOLLE, DR.",hero
MOLTEN MAN/MARK RAXT,hero
MOLTO,hero
MO MONEY,hero
MONDO,hero
MONDO II,hero
MONGOOSE,hero
"MONGRAIN, ALISON",hero
MONGU,hero
MONMOUTH,hero
MONOCLE,hero
MONSTER FROM THE LOS,hero
MONSTROID/BALIOX/7NH,hero
MONTANA,hero
MONTANA II,hero
MONTENEGRO,hero
"MONTESI, VICTORIA",hero
MONTGOMERY,hero
"MONTGOMERY, SIR BERN",hero
"MONTOYA, JULIO",hero
"MONTOYA, MARIA",hero
"MOODY, RUNYAN",hero
"MOOMJI, INDRIES",hero
MOONBOY,hero
MOONDANCER,hero
MOONDARK,hero
MOONDRAGON DOPPELGAN,hero
MOONDRAGON/HEATHER D,hero
MOONGLOW/,hero
MOONHUNTER/ZACK MOON,hero
MOON KNIGHT DOPPELGA,hero
MOON KNIGHT/MARC SPE,hero
MOON KNIGHT | MUTANT,hero
MOONRAKER/SLADE TRUM,hero
MOONSTALKER/KIANA,hero
MOONSTOMP/,hero
MOONSTONE II/KARLA S,hero
MOONSTONE/LLOYD BLOC,hero
MOON WOLF/,hero
"MOORE, CONNIE",hero
"MOORE, TONI",hero
MOOT,hero
"MORAN, KEVIN",hero
MORBIUS/DR. MICHAEL,hero
"MORDO, ASTRID",hero
MORDRED THE EVIL,hero
"MOREAU, DAVID",hero
"MOREAU, PHILLIP",hero
"MORELLE, NOLAN",hero
MORETTI,hero
"MORGAN, DR. VIVIAN",hero
MORGAN,hero
"MORGAN, JERROLD JERR",hero
MORG,hero
"MORLAK, MARIS",hero
MORLEY,hero
MORLUN,hero
MORNING STAR/ZVEZDA,hero
MORPHEUS/ROBERT MARK,hero
MORPH,hero
"MORRELL, SABRINA",hero
"MORRISON, AMANDA PAY",hero
"MORRISON, JESSICA",hero
MOSES,hero
MOSH/GLENN,hero
"MOSLEY, WARDEN",hero
MOTHER INFERIOR,hero
MOTHER NIGHT/SUSAN S,hero
MOTHER-OF-PAIN,hero
MOTHER OF PEARL/,hero
MOTHER SUPERIOR,hero
MOTH/,hero
MOUNTJOY,hero
MOURNING PREY,hero
MOUSE,hero
"MOWAT, FARLEY",hero
"MOY, ALYSSA",hero
M-PLATE,hero
MR. DEATH,hero
MR. DOLL/NATHAN DOLL,hero
M'REEL,hero
MR. FANTASTIC DOPPEL,hero
MR. FANTASTIC/REED R,hero
MR. FEAR III/PROF. L,hero
MR. FEAR IV/ALAN FAG,hero
MR. FEAR V/,hero
MR. FEAR/ZOLTAN DRAG,hero
MR. FX/,hero
MR. IMMORTAL,hero
MR. JIP,hero
MR. JUSTICE/TIMOTHY,hero
MR. LUCK II/PHILIP G,hero
MR. LUCK/RAMON GARCI,hero
MR. MOBIUS,hero
MR. NACHT,hero
MROTH,hero
MR. PAYBACK/,hero
MR. SCRATCH,hero
MR. SCRATCH II/BLISS,hero
MR. SINISTER | AOA,hero
MR. SINISTER | MUTAN,hero
MR. SINISTER/NATHAN,hero
MR. TERMINEUS/AMODEU,hero
MR. X,hero
MS. FORTUNE/,hero
M'SHULLA,hero
MS. MARVEL II/SHARON,hero
MS. NOVA,hero
"MUELLER, AMANDA",hero
"MUGGINS, MAMIE",hero
"MULDOON, SGT. BRIAN",hero
